% This Database was generated from ergane (http://www.travlang.com).   Copyright (C) 1999 Horst Eyermann (Horst@freedict.de)    This program is free software /  you can redistribute it and/or modify   it under the terms of the GNU General Public License as published by   the Free Software Foundation /  either version 2 of the License, or   (at your option) any later version.    This program is distributed in the hope that it will be useful,   but WITHOUT ANY WARRANTY /  without even the implied warranty of   MERCHANTABILITY or FITNESS FOR A PARTICULAR PURPOSE. See the   GNU General Public License for more details. 


ADN ; DNA
coccinelle ; ladybug

coche ; sow

cochon ; hog /  pig /  swine

cochonnet ; piglet

cochon d'Inde ; guinea‐pig

coffre ; box /  chest ; trunk

coffret ; box

cognac ; brandy /  cognac

cohérent ; coherent /  connected /  consistent

coiffer ; curl /  do

coiffeur ; barber /  hairdresser

coiffeuse ; hairdresser /  female hairdresser

coin ; corner ; wedge

coing ; quince

col ; defile /  mountain pass ; neck ; collar ; pass

colimaçon ; atpersand /  commercial‐at sign /  snail

colis ; baggage /  luggage

colle ; adhesive ; glue

collection ; bevy /  collection /  group /  heap /  herd /  set ; collection

collectionner ; collect /  gather /  pick up

collection à consulter ; briefcase /  file

coller ; paste /  paste up /  placard /  post /  post up ; glue /  stick

colline ; hill

colline Boundary ; Boundary Hill

collision ; collision

collège ; high school

collègue ; colleague

colombe ; dove /  pigeon

colombien ; Colombian

colonel ; colonel

colonial ; colonial

colonie ; colony /  settlement

colonne ; column /  pillar ; column

colonne de journal ; column

colonne vertébrale ; spine

combat ; action /  battle /  scuffle /  struggle

combattre ; fight /  struggle

combien ; how many ; how much

combien de ; how many ; how much

comble ; summit /  surface /  top

combler ; flood /  overwhelm

comique ; comic /  comical /  funny

comité ; committee

commandant ; major

commande ; order

commandement ; board of directors ; command ; control /  reign /  rule

commander ; book /  order /  reserve ; command /  order /  tell

commando ; detachment

comme ; as /  like /  such as ; how ; as if /  as though /  in a way ; because /  for the reason that ; so /  such /  thus ; as /  because /  for /  since

commencement ; beginning /  commencement /  start

commencer ; begin /  come on /  set in /  start ; begin /  commence /  start

comment ; how /  in what way

comment allez‐vous? ; how are you? /  how do you do?

commerce ; business /  commerce /  trade

commerçant ; merchant

commetre yne faute ; sin /  transgress

comme cela ; so /  such /  thus ; like that /  that way /  thus

comme ci, comme ça ; so so

commissariat ; police‐station

commission ; commission /  errand ; commission

commode ; chest /  dresser ; convenient /  handy /  opportune

commun ; common /  joint

commune ; community

communication ; account /  communication

communion ; communion

communiquer ; communicate /  report

commuter ; commute

compagnie ; company ; gang /  squad

compagnon ; companion

comparaison ; comparison

comparer ; compare

compartiment ; compartment /  coupé

compassion ; compassion /  pity ; charity /  mercifulness /  mercy

compatir ; have compassion on /  pity

compenser ; compensate

complaisance ; favor /  favour

complaisant ; kind /  obliging

complet ; absolute /  complete ; costume /  outfit /  suit ; complete /  full

compliment ; compliment

compliquer ; complicate

comploter ; set a trap /  set a trap for

compléter ; complete ; fill /  fill in /  fill up

complètement ; completely /  entirely /  through ; completely /  fully ; at all /  entirely /  quite /  wholly

composer ; compose ; typeset ; compose /  create /  write

composition ; composition ; consistency ; theme /  topic /  subject

comprendre ; understand /  realize

compromis ; accommodation

compte‐rendu ; minutes /  protocol ; account /  record /  report ; review

compte ; account

compter ; calculate /  count /  figure /  work out

compétent ; able /  accomplished /  competent

comte ; count /  earl

comète ; comet

con ; cunt /  pussy

concernant ; about /  concerning ; as to /  as regards /  concerning

concerner ; concern ; concern /  relate

concerné ; concerned /  in question

concert ; concert

concevoir ; conceive

conciliant ; manageable /  tractable

concis ; concise

conclure ; abstract /  induce /  gather /  infer

concombre ; cucumber

concordance ; accord /  accordance /  agreement /  concurrence ; responsibility

concorder ; adhere /  conform ; coincide /  fit together

concourir ; compete /  rival

concours ; competition /  contest

concret ; concrete

condamner ; condemn /  sentence

condition ; condition /  stipulation /  terms

condom ; condom /  rubber

conduire ; conduct /  guide /  lead ; steer

confectionner ; accomplish /  achieve /  finish

confession ; acknowledgement /  admission /  confession ; confession

confiance ; confidence

confier ; confide /  have confidence in /  trust /  entrust

confier une tâche ; entrust /  tell

confire ; preserve

confirmer ; acknowledge /  confirm /  corroborate

confisquer ; confiscate

confiture ; jam /  marmelade

conflit ; conflict

confondre ; confuse /  puzzle

conforme ; conforming /  fitting

conforme à ; in accordance with

conformément ; in accordance with

confort ; comfort

confortable ; comfortable

confu ; indistinct

confus ; jumbled up

conférence ; lecture

congestion ; congestion ; congestion /  rush

congrès ; congress /  convention

congé ; spare time /  time off /  vacation ; discharge /  paying off

conjecturer ; conjecture /  surmise

connaissance ; acquaintance ; acquaintance /  knowledge ; awareness /  consciousness ; knowledge

connaître ; be acquainted with /  know

connecter ; connect /  connect up /  plug in

connu ; well‐known

conque ; shell

conquérir ; conquer

consacrer ; dedicate /  devote

conscience ; conscience ; awareness /  consciousness

conscient ; aware /  conscious

conseil ; advice /  counsel

conseiller ; leader ; advise /  counsel

conseilleur ; counsellor

consentir ; accede /  agree /  consent

conserver ; conserve /  keep /  maintain /  preserve

considérable ; important /  serious ; considerable /  sizable

considérer ; account /  consider /  esteem /  regard /  take into account

consister ; consist

consolation ; consolation

consoler ; comfort /  console

consommateur ; consumer

consommation ; beverage /  drink

consommer ; consume /  use up

constamment ; constantly

constant ; constant /  continual /  permanent /  sustained

constater ; ascertain /  establish /  take note

consterner ; alarm /  appal /  dismay /  puzzle

construction ; accommodation /  adjustment /  arrangement ; building

construire ; achieve /  act /  do /  make /  perform ; install ; build /  construct

consulat ; consulate

consulter ; consult

consumer ; consume /  use up

conséquence ; consequence /  consistency

contact ; contact

conte ; fairy tale

contempler ; consider /  contemplate /  envisage /  look at /  regard /  view

contenir ; comprise /  contain /  include

content ; contented /  pleased /  satisfied

contenter ; meet with /  satisfy

contenu ; contents

conter ; narrate /  relate /  tell

conter fleurette ; flirt /  flit /  flutter

contester ; challenge /  question

continent ; continent /  mainland ; chaste

contingent ; part /  piece /  share ; share

continuel ; constant /  continual /  permanent /  sustained ; lasting ; continuous ; constant /  lasting /  sustained

continuellement ; constantly /  continually /  continuously ; constantly ; all the time /  ceaselessly

continuer ; keep ; continue /  endure /  keep on /  last ; continue /  go on /  proceed with

continuer à ; keep

contracter ; make a contract

contradictoire ; adverse /  alien /  contrary

contraindre ; force /  impose

contre ; across from /  against /  in exchange for /  opposed to /  opposite /  upon ; on /  upon

contribuer ; contribute

contrée ; country /  land ; region

contrôleur ; guard

convaincre ; convince /  persuade

convenable ; decent /  fitting /  proper /  suitable ; appropriate /  becoming /  seemly /  suitable ; convenient /  handy /  opportune ; of use /  suitable

convenablement ; decently /  properly

convenir ; coincide /  fit together ; be appropriate /  suit /  be suitable ; fit /  suit /  be suitable

convention ; accord /  accordance /  agreement /  concurrence

conversation ; conversation

convertir ; convert

conviction ; belief /  conviction

convive ; guest

copier ; imitate ; copy

coq ; cock /  rooster

coque ; bark /  husk /  peel /  shell

coquelicot ; poppy

coquet ; coquettish

coquille ; shell

corbeau ; raven ; crow

corbeille ; basket

corde ; cord /  rope /  string

cordonnier ; shoemaker

corinthien ; Corinthian

cormoran ; cormorant

corne ; horn

corps ; body

correspondance ; piece of mail ; responsibility

correspondant ; compatible /  congruent ; accountable /  responsible

correspondre ; adhere /  conform ; coincide /  fit together ; correspond

correspondre à ; answer /  reply /  respond

corridor ; corridor /  passage

corriger ; correct

corrompre ; bribe

corse ; Corsican

cortège ; suite /  train

coréen ; Korean

cosmos ; cosmos

costaricien ; Costa Rican

costume ; costume /  outfit /  suit

cotisation ; dues /  subscription

coton ; cotton

cou ; neck

couche ; layer

coucher ; put to bed ; lay

coucou ; cuckoo

coude ; elbow

coudre ; sew ; quilt /  stitch

couler ; flow

couleur ; dye /  paint ; colour /  dye

couleuvre ; adder /  viper

couloir ; corridor /  passage

coup ; blow ; knock

coupable ; guilty

coupant ; sharp

coupe ; goblet

couper ; cut /  slice

couper avec des ciseaux ; clip /  cut /  shear

couple ; couple /  married people ; pair

coupler ; couple

coupon ; coupon

cour ; court /  yard /  courtyard ; court

courage ; courage

courageux ; brave /  courageous /  valiant

courant ; current /  flow /  stream ; current

courbe ; bent /  curved

courber ; bend

courgette ; courgette /  zucchini

courir ; run

couronner ; crown

courrier ; courier ; piece of mail ; mail /  post

courroie ; strap

cours ; class /  course

court ; short ; brief /  short

courtois ; courteous /  polite /  well‐mannered

cousin ; gnat ; cousin

cousine ; cousin

coussin ; cushion

coussin d'air ; air cushion

couteau ; knife

coutume ; custom /  habit /  way ; custom /  mores

couture ; needlework

couturière ; tailor /  female tailor

couvent ; monastery

couver ; incubate /  sit

couvert ; forks /  knivesandspoons

couverture ; cover /  hood /  lid ; blanket

couvrir ; cover

coyote ; coyote

coïncider ; coincide /  fit together

coïter ; make love

coûter ; cost

coûteux ; dear /  expensive /  valuable ; costly /  dear /  expensive /  pricey

crabe ; crab

cracher ; spit

craie ; chalk

craindre ; be afraid of /  fear

crainte ; fear

crapaud ; toad

craquement ; crack

craquer ; crack

cravate ; tie /  necktie

crayon ; pencil

creuser ; dig /  grub /  spade

creux ; cave /  cavity

crever ; burst

crevette ; prawn

cri ; cry /  shout

criard ; shrill

crier ; cry out /  scream /  shout

crime ; crime

criquet ; grasshopper /  locust

crise ; crisis /  depression /  emergency

cristal ; crystal

critique ; review

critiquer ; censure /  criticize

croasser ; caw /  croak

croate ; Croatian

crochet ; hook

crocodile ; crocodile

croire ; acknowledge /  recognize ; account /  accredit /  believe /  deem

croiser ; cruise ; cross

croix ; cross

croupe ; behind /  bottom /  buttocks

croître ; accrue /  grow

cru ; crude /  raw /  rough

cruche ; jug /  pitcher

crucifix ; crucifix

cruel ; cruel

créature ; creature

créer ; create

crème ; cream

crème glacée ; ice /  icecream

crève‐cœur ; affliction

crâne ; skull

crêpe ; pancake

crête ; mountain ridge

cubain ; Cuban

cube ; cube

cueillir ; pick /  pluck /  tear off ; pick /  pluck

cuiller ; spoon

cuillère ; spoon

cuir ; leather

cuire ; cook

cuir à rasoir ; strop

cuisine ; kitchen

cuisiner ; cook

cuisinier ; cook /  male cook

cuisinière ; furnace /  kiln /  oven /  stove ; cook /  female cook

cuisse ; thigh

cuivre ; copper

cul ; behind /  bottom /  buttocks

culotte ; drawers /  panties /  underpants ; short pants /  shorts

culte ; cult

cultiver ; cultivate /  grow

cultivé ; cultured /  educated /  learned /  well‐informed

culture ; cultivation /  tillage ; culture

curieux ; curious /  interesting /  quaint ; agog /  inquisitive

curiosité ; curiosity

curé ; pastor /  vicar ; clergyman /  pastor /  priest

cuve ; tub /  vat

cycle ; cycle

cyclone ; cyclone

cygne ; swan

cylindre ; cylinder /  roller

cynique ; cynical

cyprès ; cypres

c' ; that /  thatoverthere /  those

c'est‐à‐dire ; that is

c'est pourquoi ; on that account /  therefore

cœur ; heart

céder ; cede /  give in /  give up /  give way /  relinquish /  yield

céleri ; celery

célibataire ; single /  unmarried ; unmarried woman /  spinster ; bachelor

célébrer ; celebrate

célèbre ; famous

cérémonie ; ceremony

césium ; caesium

cèdre ; cedar

câble ; cable

côte ; acclivity /  hillside /  slope ; coast /  seaside /  shore

côtelette ; cutlet

côte rivage ; coast /  seaside /  shore

côté ; side

dactyle ; date

dactylographe ; typist

dactylographier ; type

dahlia ; dahlia

daltonnien ; colour‐blind

dame ; queen ; king ; lady

danger ; danger /  peril

dangereux ; dangerous

dans ; a /  in /  inside /  into /  on /  per /  within

danse ; dance

danser ; dance

dans le vent ; fashionable

dans l'intervalle ; all the time /  in the meantime /  meanwhile ; all the while /  meanwhile

date ; date

dater ; date

datte ; date

dauphin ; dolphin

davantage ; more

de ; of ; from /  of ; from /  out of ; at /  by /  on /  upon ; because of /  for /  for sake of /  on account of /  owing to /  through

debout ; directly /  straigh ahead

dedans ; inside

degré ; degree /  grade

dehors ; abroad /  out /  outside

delta ; delta

demain ; tomorrow

demain matin ; tomorrow morning

demain soir ; tomorrow evening

demander ; ask ; book /  order /  reserve ; ask /  ask for /  beg /  bid /  request ; demand /  postulate /  require

demander l'aumône ; ask for alms /  ask for an alms /  ask for charity

demeure ; abode /  accommodation /  dwelling /  residence

demeurer ; dwell /  live ; abide

demi ; half

demoiselle ; Miss

demoiselle noble ; dame /  lady

denrée ; commodity /  merchandise /  wares

dense ; concentrated /  dense /  thick

dent ; tooth

dentelle ; lace

dentiste ; dentist

depuis ; from /  since

dernier ; last

dernier cri ; fashionable

dernièrement ; recently ; lately /  recently

derrière ; behind /  after ; after /  behind ; backside /  rump ; behind /  bottom /  buttocks

des ; of the

descendance ; offspring

descendant ; offspring /  successor

descendre ; get out /  get out of a car ; exit /  go out ; get out ; descend /  get off /  go down

descendre en rappel ; abseil

descente ; descent

description ; account /  description

dessein ; aim /  goal /  purpose /  target ; intention /  meaning /  plan

dessert ; dessert

dessin ; design /  drawing

dessiner ; design /  draw

dessous ; below /  downstairs /  underneath ; below /  underneath

dessus ; above /  on top /  overhead /  upstairs

destinataire ; addressee ; consignee /  recipient

destination ; address ; destiny /  fate

destiner ; destine /  earmark /  ordain

destinée ; destiny /  fate ; destiny /  fate /  fortune /  luck

des Philippines ; Philippine

dette ; debt

deuil ; mourning

deux ; two

deuxième ; second

deuxième Sault ; Second Falls

deux cents ; two hundred

devant ; before /  in front of ; ahead /  formerly /  previously ; in the presence of

devenir ; become /  come about /  grow /  happen ; become /  get /  grow

deviner ; guess

devise ; motto

devoir ; have to /  must /  ought to /  should ; job /  assigned job /  task ; owe

de bonne heure ; early

de celle‐là ; that one's

de cellui‐là ; that one's

de cette manière ; like that /  that way /  thus

de façon ou d'autre ; anyway /  somehow

de la ; of the

de l'Allemagne occidentale ; West German

de l'Amérique du Nord ; North American

de moins en moins ; less and less

de même ; equally /  likewise

de nouveau ; afresh /  again /  all over again /  anew ; afresh /  again /  once more

de plus en plus ; increasingly /  more and more

de proche en proche ; gradually /  little by little

de préférence ; preferably /  rather

de quelle manière ; how /  in what way

de quelqu'un ; someone's

de suite ; at a strech /  for ... together /  on end ; consecutively

de temps en temps ; now and then

de toute manière ; in every way

diable ; devil

dialecte ; dialect

dialogue ; dialogue

diamant ; diamond

diarrhée ; diarrhoea

dictateur ; dictator

dicter ; dictate ; inspire

dictionnaire ; dictionary /  vocabulary

dieu ; god

diffamer ; slander

difficile ; difficult /  hard /  inconvenient

difficilement ; hardly /  not easily /  with difficulty

différence ; difference

différent ; different

différer ; differ /  be different ; adjourn /  delay /  postpone ; vary

digitale ; foxglove

digne ; dignified

dignité ; dignity

digérer ; digest

diluer ; adulterate

dimanche ; Sunday

dimension ; dimension /  measurement

diminuer ; decrease /  decline /  wane ; abate /  abridge /  decrease /  lessen

dindon ; turkey

diplôme ; diploma

diplôme de fin d'études ; leaving certificate

dire ; say /  tell

direct ; direct /  straight

directement ; directly /  straigh ahead ; directly ; at once /  instantly /  immediately /  without delay

directeur ; director /  manager

direction ; steering ; direction

dire adieu ; say goodbye /  say goodbye to /  take leave /  take leave from
